SimPeriod,SDELTA,FRANKS,CACHE,SDWS,USAC,LSAC,EAST,STOCKTON,MSJR,LSJR,MONTZ,ESUISUN,WSUISUN,MILDRED,CLIFTON
03NOV1923,100.625,59.92307692307692,273.5,-1.0,14.8,101.85,43.46875,172.60714285714286,208.70454545454547,117.95,31.833333333333332,90.05,4.208333333333333,61.1764705882353,17.942307692307693
03JUN1924,97.9375,135.32692307692307,392.0833333333333,-1.0,14.2,52.0,45.84375,338.5357142857143,367.72727272727275,104.6,322.75,129.95,9.875,137.38235294117646,27.307692307692307
03JUL1924,94.78125,103.78846153846153,367.8333333333333,-1.0,11.35,41.9,39.5,390.2142857142857,324.6136363636364,99.75,327.5,121.85,9.875,105.17647058823529,23.326923076923077
03AUG1924,124.34375,125.13461538461539,538.8333333333334,-1.0,18.0,78.5,51.0625,354.60714285714283,416.72727272727275,165.75,200.0,321.85,17.666666666666668,130.73529411764707,46.86538461538461
03SEP1924,103.34375,82.34615384615384,540.75,-1.0,17.55,168.95,57.75,380.07142857142856,338.59090909090907,194.7,31.75,336.6,14.916666666666666,85.07352941176471,30.153846153846153
03OCT1924,49.15625,46.82692307692308,408.5,-1.0,14.45,80.25,41.53125,223.75,223.52272727272728,215.5,30.0,245.25,15.0,47.3235294117647,15.76923076923077
03NOV1924,120.34375,91.71153846153847,356.0,-1.0,15.75,149.65,55.78125,291.55357142857144,298.75,178.7,30.583333333333332,93.65,6.25,100.42647058823529,30.942307692307693
03JUN1925,39.625,65.5576923076923,241.58333333333334,-1.0,14.3,45.95,29.71875,194.80357142857142,242.3181818181818,108.3,317.25,59.3,6.083333333333333,68.6470588235294,11.884615384615385
03JUL1925,93.5625,44.75,26.25,-1.0,14.2,47.25,26.5625,338.5892857142857,231.38636363636363,173.05,312.4166666666667,19.35,4.708333333333333,48.75,10.23076923076923
03AUG1925,54.5625,74.5,258.9166666666667,-1.0,10.95,74.95,39.125,307.98214285714283,299.52272727272725,176.05,391.25,38.95,6.708333333333333,79.58823529411765,15.25
03SEP1925,45.34375,33.40384615384615,478.3333333333333,-1.0,9.95,54.1,25.34375,262.75,188.5,278.6,29.333333333333332,291.6,10.833333333333334,35.838235294117645,9.173076923076923
03OCT1925,39.90625,58.5,482.9166666666667,-1.0,17.1,59.75,210.375,156.39285714285714,342.04545454545456,293.85,33.083333333333336,252.5,17.0,59.411764705882355,15.096153846153847
03NOV1925,160.15625,59.98076923076923,443.4166666666667,-1.0,14.35,66.2,40.46875,166.0,225.20454545454547,82.7,18.75,167.1,13.208333333333334,60.26470588235294,17.307692307692307
03JUN1926,99.84375,77.32692307692308,194.75,-1.0,11.05,60.55,39.84375,256.85714285714283,209.72727272727272,188.2,322.8333333333333,31.4,11.375,79.01470588235294,17.78846153846154
03JUL1926,64.875,39.76923076923077,182.0,-1.0,8.9,41.35,22.9375,308.30357142857144,145.63636363636363,205.55,322.5833333333333,24.25,4.625,39.14705882352941,7.461538461538462
03AUG1926,134.75,39.36538461538461,24.416666666666668,-1.0,9.35,30.5,25.4375,346.25,158.8409090909091,150.35,301.9166666666667,22.45,4.0,46.19117647058823,8.73076923076923
03SEP1926,86.75,70.13461538461539,255.25,-1.0,15.55,74.0,40.375,307.51785714285717,307.8181818181818,195.4,30.416666666666668,46.35,5.291666666666667,68.27941176470588,15.23076923076923
03OCT1926,42.96875,86.76923076923077,296.25,-1.0,18.0,80.65,262.3125,199.82142857142858,426.77272727272725,198.55,33.916666666666664,97.95,6.708333333333333,84.57352941176471,17.28846153846154
03NOV1926,39.625,24.076923076923077,291.0833333333333,-1.0,8.45,46.05,18.875,136.28571428571428,135.9090909090909,241.3,31.166666666666668,142.8,26.333333333333332,25.794117647058822,6.519230769230769
03JUN1927,50.71875,54.69230769230769,258.1666666666667,-1.0,7.75,23.55,19.0,113.75,152.0681818181818,47.05,192.25,53.05,8.875,59.63235294117647,13.173076923076923
03JUL1927,116.625,27.346153846153847,209.5,-1.0,7.2,35.65,18.625,210.125,132.8181818181818,95.45,193.08333333333334,53.55,12.791666666666666,32.161764705882355,7.1923076923076925
03AUG1927,140.03125,35.19230769230769,295.3333333333333,-1.0,7.75,48.9,20.28125,275.5892857142857,150.9318181818182,101.95,314.6666666666667,140.1,14.625,36.23529411764706,9.0
03SEP1927,85.0625,41.75,303.5833333333333,-1.0,7.2,37.5,21.8125,278.89285714285717,166.6590909090909,148.7,325.0,80.9,20.916666666666668,44.970588235294116,10.596153846153847
03OCT1927,29.875,52.63461538461539,318.6666666666667,-1.0,11.4,80.25,26.96875,113.64285714285714,181.47727272727272,155.25,287.0833333333333,156.25,9.708333333333334,63.411764705882355,18.576923076923077
03NOV1927,51.78125,35.92307692307692,189.33333333333334,-1.0,6.9,28.25,85.34375,135.69642857142858,112.0,55.05,363.0,70.75,3.9583333333333335,38.69117647058823,10.788461538461538
03JUN1928,40.78125,45.5,250.33333333333334,-1.0,7.4,48.3,23.90625,140.75,216.4318181818182,138.4,289.25,62.4,7.833333333333333,50.86764705882353,9.942307692307692
03JUL1928,94.25,27.942307692307693,225.83333333333334,-1.0,6.8,28.5,17.1875,249.26785714285714,158.8409090909091,63.1,32.166666666666664,75.05,7.875,29.808823529411764,6.115384615384615
03AUG1928,96.34375,22.307692307692307,326.5833333333333,-1.0,7.35,22.5,18.53125,308.30357142857144,128.70454545454547,190.8,33.416666666666664,158.85,11.5,26.014705882352942,6.038461538461538
03SEP1928,76.65625,67.42307692307692,398.1666666666667,-1.0,7.95,39.05,23.1875,296.14285714285717,230.8409090909091,153.45,163.58333333333334,141.25,14.416666666666666,66.6470588235294,17.557692307692307
03OCT1928,41.0625,60.61538461538461,408.0,-1.0,10.95,49.6,31.1875,192.46428571428572,199.72727272727272,82.95,147.83333333333334,114.5,14.5,72.88235294117646,20.576923076923077
03NOV1928,56.625,32.5,309.9166666666667,-1.0,10.55,59.95,21.96875,132.76785714285714,145.5909090909091,95.1,355.75,122.5,5.875,32.970588235294116,10.25
03JUN1929,91.46875,97.15384615384616,258.0,-1.0,21.85,126.2,63.59375,381.4107142857143,384.34090909090907,162.05,316.4166666666667,74.65,5.708333333333333,106.22058823529412,29.384615384615383
03JUL1929,77.8125,111.21153846153847,25.5,-1.0,18.1,46.4,46.25,480.89285714285717,236.27272727272728,140.55,295.5833333333333,12.9,4.0,127.95588235294117,26.153846153846153
03AUG1929,113.15625,147.26923076923077,29.75,-1.0,21.3,69.05,62.34375,520.1785714285714,359.04545454545456,73.9,409.0,14.7,5.083333333333333,161.86764705882354,29.865384615384617
03SEP1929,88.53125,73.46153846153847,453.9166666666667,-1.0,13.15,59.1,45.09375,346.10714285714283,336.22727272727275,173.55,29.0,156.95,8.708333333333334,71.8529411764706,15.5
03OCT1929,50.6875,84.71153846153847,498.5833333333333,-1.0,26.9,83.9,309.3125,180.98214285714286,437.65909090909093,330.35,36.333333333333336,339.5,16.333333333333332,87.8970588235294,20.307692307692307
03NOV1929,106.28125,145.3846153846154,450.4166666666667,-1.0,24.55,85.15,294.0625,297.2857142857143,472.0,212.35,19.166666666666668,88.0,12.583333333333334,148.0,40.03846153846154
03JUN1930,100.3125,65.1923076923077,196.75,-1.0,9.85,49.95,31.0625,382.07142857142856,213.88636363636363,176.35,328.1666666666667,73.5,12.708333333333334,68.0,16.03846153846154
03JUL1930,89.21875,40.55769230769231,181.25,-1.0,8.2,33.3,22.21875,496.26785714285717,128.3181818181818,136.75,324.3333333333333,23.7,9.458333333333334,41.044117647058826,7.8076923076923075
03AUG1930,151.8125,48.53846153846154,26.583333333333332,-1.0,11.9,29.75,25.40625,509.75,166.1818181818182,153.3,317.1666666666667,16.7,3.625,53.044117647058826,10.307692307692308
03SEP1930,110.5625,66.13461538461539,25.083333333333332,-1.0,14.45,53.2,33.875,403.42857142857144,216.72727272727272,176.05,29.583333333333332,40.15,4.333333333333333,68.1029411764706,16.25
03OCT1930,49.09375,126.0576923076923,274.8333333333333,-1.0,17.75,73.65,274.0625,246.26785714285714,480.4318181818182,259.25,30.5,36.3,5.708333333333333,121.27941176470588,24.23076923076923
03NOV1930,95.84375,82.32692307692308,338.75,-1.0,20.35,103.7,237.75,437.05357142857144,425.4318181818182,289.45,34.416666666666664,228.45,17.166666666666668,82.70588235294117,23.71153846153846
03JUN1931,90.625,164.3653846153846,376.6666666666667,-1.0,15.3,56.1,46.09375,388.82142857142856,374.6136363636364,95.75,320.0,125.85,10.291666666666666,171.69117647058823,65.67307692307692
03JUL1931,68.15625,121.8076923076923,359.8333333333333,-1.0,15.45,55.8,46.78125,547.2142857142857,377.47727272727275,118.65,192.5,186.85,13.083333333333334,126.55882352941177,44.01923076923077
03AUG1931,97.78125,99.76923076923077,378.0833333333333,-1.0,14.95,141.5,55.71875,570.4107142857143,382.54545454545456,262.65,302.8333333333333,258.05,19.125,108.6470588235294,42.96153846153846
03SEP1931,129.6875,75.8076923076923,383.5,-1.0,15.0,144.8,45.875,430.10714285714283,342.25,95.9,30.583333333333332,211.95,22.916666666666668,91.36764705882354,29.326923076923077
03OCT1931,56.09375,93.13461538461539,384.25,-1.0,17.1,139.65,328.3125,234.875,406.47727272727275,117.5,33.583333333333336,131.3,9.041666666666666,97.33823529411765,30.51923076923077
03NOV1931,135.8125,76.40384615384616,297.75,-1.0,16.9,130.6,69.40625,366.10714285714283,331.4318181818182,226.55,30.916666666666668,69.35,3.875,102.86764705882354,37.23076923076923
03JUN1932,47.5,53.13461538461539,217.08333333333334,-1.0,8.7,27.85,21.78125,190.69642857142858,186.6818181818182,84.75,296.9166666666667,26.7,7.791666666666667,58.5,10.673076923076923
03JUL1932,84.34375,136.34615384615384,241.83333333333334,-1.0,13.1,75.1,44.53125,372.1607142857143,321.22727272727275,104.9,343.0833333333333,17.15,7.75,163.16176470588235,30.98076923076923
03AUG1932,89.1875,49.19230769230769,351.0,-1.0,9.2,44.9,28.9375,432.44642857142856,244.63636363636363,179.2,319.6666666666667,130.35,9.75,51.98529411764706,13.48076923076923
03SEP1932,115.4375,48.53846153846154,547.0833333333334,-1.0,14.6,71.35,29.8125,371.73214285714283,263.15909090909093,280.45,33.083333333333336,263.45,13.583333333333334,51.4264705882353,13.192307692307692
03OCT1932,54.375,48.61538461538461,436.0,-1.0,14.0,62.75,40.34375,187.71428571428572,230.0681818181818,84.8,19.25,169.4,13.5,50.80882352941177,14.75
03NOV1932,122.0625,91.84615384615384,367.8333333333333,-1.0,14.6,121.85,214.15625,327.4642857142857,379.6818181818182,114.0,29.916666666666668,130.15,8.125,98.41176470588235,33.15384615384615
03JUN1933,89.6875,99.9423076923077,248.41666666666666,-1.0,16.05,75.65,48.375,377.94642857142856,332.20454545454544,209.75,294.5,50.85,5.166666666666667,110.01470588235294,26.884615384615383
03JUL1933,64.625,78.32692307692308,23.666666666666668,-1.0,14.3,40.3,43.125,564.5357142857143,155.52272727272728,144.55,269.0833333333333,11.9,3.7083333333333335,94.51470588235294,20.384615384615383
03AUG1933,96.125,149.3653846153846,25.833333333333332,-1.0,19.15,64.35,63.75,546.3214285714286,284.0,84.15,383.3333333333333,13.8,4.166666666666667,177.5735294117647,44.59615384615385
03SEP1933,116.46875,88.11538461538461,295.4166666666667,-1.0,13.1,126.8,46.96875,337.55357142857144,386.90909090909093,247.25,28.583333333333332,186.6,8.666666666666666,93.95588235294117,24.596153846153847
03OCT1933,60.5,50.63461538461539,481.75,-1.0,19.8,68.55,264.0625,197.07142857142858,317.3636363636364,312.9,35.916666666666664,329.0,17.916666666666668,56.6764705882353,13.615384615384615
03NOV1933,119.25,200.44230769230768,425.1666666666667,-1.0,15.6,74.35,39.6875,284.64285714285717,315.1136363636364,95.45,40.333333333333336,132.85,13.833333333333334,223.23529411764707,97.65384615384616
03JUN1934,98.25,121.8076923076923,220.75,-1.0,10.65,82.25,43.09375,455.69642857142856,246.22727272727272,168.65,302.6666666666667,83.05,14.083333333333334,163.2058823529412,76.9423076923077
03JUL1934,84.125,81.73076923076923,200.08333333333334,-1.0,12.7,75.4,43.28125,501.8392857142857,257.0681818181818,234.5,312.6666666666667,71.2,12.5,106.83823529411765,39.92307692307692
03AUG1934,100.96875,80.11538461538461,238.75,-1.0,16.95,76.7,47.21875,534.6428571428571,276.97727272727275,180.85,292.3333333333333,21.4,4.166666666666667,132.55882352941177,45.17307692307692
03SEP1934,164.125,83.57692307692308,24.666666666666668,-1.0,16.5,62.55,44.5625,439.875,254.1590909090909,177.9,29.25,39.5,3.9583333333333335,86.69117647058823,27.403846153846153
03OCT1934,57.84375,100.09615384615384,274.75,-1.0,18.9,99.95,288.3125,248.16071428571428,389.3181818181818,158.3,30.083333333333332,35.15,5.0,96.73529411764706,25.865384615384617
03NOV1934,98.84375,86.59615384615384,296.9166666666667,-1.0,16.05,87.1,41.8125,391.9642857142857,335.15909090909093,180.35,33.416666666666664,136.7,15.958333333333334,85.83823529411765,21.884615384615383
03JUN1935,39.78125,49.63461538461539,297.8333333333333,-1.0,9.35,27.6,21.75,128.30357142857142,191.04545454545453,85.2,330.5,104.15,10.541666666666666,53.529411764705884,11.442307692307692
03JUL1935,89.4375,33.40384615384615,297.5,-1.0,8.1,23.05,23.09375,228.16071428571428,166.04545454545453,146.1,33.833333333333336,107.75,11.833333333333334,35.44117647058823,9.26923076923077
03AUG1935,107.0625,36.09615384615385,328.25,-1.0,8.3,70.45,31.9375,333.64285714285717,178.3181818181818,145.1,34.75,270.1,18.5,39.161764705882355,9.76923076923077
03SEP1935,106.96875,35.30769230769231,362.4166666666667,-1.0,11.1,101.3,26.28125,312.94642857142856,187.4318181818182,196.05,174.58333333333334,285.55,22.375,42.38235294117647,13.0
03OCT1935,41.34375,43.94230769230769,375.5,-1.0,14.0,87.35,34.875,199.98214285714286,219.02272727272728,197.9,43.083333333333336,175.25,15.208333333333334,51.779411764705884,15.75
03NOV1935,156.8125,53.98076923076923,294.0833333333333,-1.0,13.0,102.75,30.375,253.67857142857142,238.5,193.75,30.75,74.25,8.333333333333334,61.94117647058823,21.634615384615383
03JUN1936,23.0625,55.65384615384615,236.75,-1.0,13.2,37.1,21.90625,119.19642857142857,179.47727272727272,94.3,305.0,21.05,7.0,57.25,11.423076923076923
03JUL1936,75.34375,34.36538461538461,187.16666666666666,-1.0,7.45,27.0,18.21875,221.66071428571428,157.02272727272728,128.1,31.166666666666668,21.25,6.833333333333333,34.411764705882355,8.307692307692308
03AUG1936,97.40625,25.98076923076923,325.8333333333333,-1.0,6.35,26.55,19.96875,282.57142857142856,147.72727272727272,162.65,32.333333333333336,120.05,8.208333333333334,29.279411764705884,6.8076923076923075
03SEP1936,82.40625,28.673076923076923,388.9166666666667,-1.0,6.95,32.3,18.40625,269.875,144.9090909090909,190.55,170.41666666666666,100.7,13.5,30.308823529411764,9.115384615384615
03OCT1936,33.375,56.73076923076923,452.0833333333333,-1.0,10.25,46.55,33.375,150.53571428571428,188.75,45.55,160.0,175.65,13.375,60.279411764705884,14.576923076923077
03NOV1936,148.6875,30.692307692307693,383.0,-1.0,11.0,59.55,27.6875,247.82142857142858,162.70454545454547,86.1,182.33333333333334,239.4,14.5,39.73529411764706,13.153846153846153
03JUN1937,31.84375,65.84615384615384,177.41666666666666,-1.0,9.7,41.85,26.53125,107.01785714285714,145.63636363636363,114.0,318.25,47.05,4.875,68.41176470588235,12.711538461538462
03JUL1937,82.8125,43.25,24.166666666666668,-1.0,8.5,34.7,21.6875,239.53571428571428,143.70454545454547,139.9,28.75,16.75,3.75,46.205882352941174,8.48076923076923
03AUG1937,99.625,51.44230769230769,25.166666666666668,-1.0,12.5,40.8,26.5,295.5,195.70454545454547,161.55,29.583333333333332,18.3,3.875,53.544117647058826,10.653846153846153
03SEP1937,53.0625,43.07692307692308,332.3333333333333,-1.0,15.65,78.8,31.09375,261.4107142857143,241.47727272727272,202.8,31.25,109.3,7.666666666666667,44.411764705882355,9.692307692307692
03OCT1937,33.84375,42.78846153846154,473.3333333333333,-1.0,11.4,63.35,33.75,105.66071428571429,244.9318181818182,353.8,35.166666666666664,347.2,18.916666666666668,45.1764705882353,9.923076923076923
03NOV1937,119.375,19.326923076923077,337.3333333333333,-1.0,6.05,23.85,130.8125,168.71428571428572,121.5909090909091,129.1,32.833333333333336,75.15,25.625,22.397058823529413,6.730769230769231
03JUN1938,7.03125,86.59615384615384,192.5,-1.0,4.45,15.8,31.21875,22.696428571428573,51.04545454545455,45.95,204.91666666666666,25.35,12.666666666666666,90.92647058823529,13.807692307692308
03JUL1938,14.875,45.01923076923077,200.0,-1.0,8.35,44.1,23.8125,49.892857142857146,138.1590909090909,217.8,331.1666666666667,77.75,14.833333333333334,47.205882352941174,11.596153846153847
03AUG1938,44.53125,40.76923076923077,221.66666666666666,-1.0,8.6,38.65,20.21875,153.01785714285714,149.97727272727272,134.15,341.0,85.5,6.958333333333333,40.14705882352941,9.692307692307692
03SEP1938,51.28125,40.19230769230769,202.58333333333334,-1.0,7.4,24.25,17.8125,184.53571428571428,138.45454545454547,129.0,292.8333333333333,43.85,4.291666666666667,44.220588235294116,10.673076923076923
03OCT1938,29.8125,44.21153846153846,278.5833333333333,-1.0,8.6,41.45,21.28125,110.33928571428571,143.3409090909091,132.85,344.0,39.2,4.625,43.80882352941177,10.673076923076923
03NOV1938,130.4375,31.03846153846154,278.9166666666667,-1.0,11.0,71.0,28.0,129.76785714285714,153.29545454545453,111.05,304.4166666666667,89.5,6.75,31.426470588235293,7.961538461538462
03JUN1939,101.1875,60.61538461538461,375.6666666666667,-1.0,11.4,42.15,39.5625,200.96428571428572,289.59090909090907,171.6,327.8333333333333,210.05,10.083333333333334,66.07352941176471,14.51923076923077
03JUL1939,85.3125,26.653846153846153,350.5,-1.0,7.85,22.55,20.78125,279.35714285714283,150.75,212.2,33.5,154.4,11.375,30.86764705882353,7.346153846153846
03AUG1939,110.0,48.42307692307692,368.5833333333333,-1.0,10.6,41.0,30.5,384.48214285714283,229.13636363636363,256.05,34.166666666666664,222.45,21.791666666666668,50.48529411764706,12.846153846153847
03SEP1939,89.15625,53.46153846153846,508.1666666666667,-1.0,12.5,80.0,44.65625,344.48214285714283,256.90909090909093,230.5,178.16666666666666,360.6,28.458333333333332,59.76470588235294,16.865384615384617
03OCT1939,41.03125,97.76923076923077,432.75,-1.0,16.0,84.5,283.78125,204.82142857142858,422.4318181818182,187.6,35.416666666666664,242.15,19.041666666666668,103.05882352941177,28.846153846153847
03NOV1939,138.9375,89.46153846153847,347.25,-1.0,15.05,134.55,247.59375,345.875,385.34090909090907,204.4,30.5,134.95,11.583333333333334,99.13235294117646,38.71153846153846
03JUN1940,38.65625,55.32692307692308,244.41666666666666,-1.0,14.55,51.35,29.71875,166.57142857142858,211.9090909090909,138.45,304.3333333333333,70.0,6.625,56.705882352941174,11.942307692307692
03JUL1940,89.78125,30.846153846153847,214.33333333333334,-1.0,6.8,26.2,16.125,278.57142857142856,145.79545454545453,119.95,321.4166666666667,25.55,6.208333333333333,30.852941176470587,7.75
03AUG1940,101.5625,22.615384615384617,288.5,-1.0,7.7,52.1,18.75,327.75,144.5909090909091,197.2,346.0833333333333,91.1,8.75,25.485294117647058,5.769230769230769
03SEP1940,52.09375,28.192307692307693,421.5,-1.0,6.95,30.3,17.53125,299.48214285714283,132.3409090909091,195.15,332.8333333333333,100.6,14.916666666666666,30.352941176470587,8.903846153846153
03OCT1940,37.8125,76.75,459.5,-1.0,11.25,60.3,28.71875,134.375,230.0,69.35,168.16666666666666,174.8,13.208333333333334,85.82352941176471,21.53846153846154
03NOV1940,148.78125,30.826923076923077,412.0,-1.0,11.1,42.65,28.28125,157.07142857142858,154.11363636363637,105.0,181.25,280.7,14.166666666666666,34.38235294117647,11.288461538461538
03JUN1941,12.9375,73.51923076923077,187.33333333333334,-1.0,7.2,23.65,17.125,44.892857142857146,80.95454545454545,51.2,304.4166666666667,29.05,10.0,77.26470588235294,15.01923076923077
03JUL1941,30.625,40.15384615384615,178.75,-1.0,7.65,31.55,20.59375,102.23214285714286,135.5,135.4,318.0,21.9,4.541666666666667,40.338235294117645,7.769230769230769
03AUG1941,43.96875,39.21153846153846,16.25,-1.0,8.7,25.9,20.90625,178.28571428571428,138.75,135.85,376.1666666666667,22.75,4.0,37.69117647058823,8.0
03SEP1941,31.5625,32.90384615384615,276.75,-1.0,8.55,33.85,17.3125,235.625,149.86363636363637,149.3,393.4166666666667,89.65,7.0,33.26470588235294,7.846153846153846
03OCT1941,25.71875,27.884615384615383,394.3333333333333,-1.0,9.65,58.95,24.75,93.66071428571429,148.52272727272728,242.95,349.0833333333333,189.85,9.875,28.941176470588236,6.980769230769231
03NOV1941,90.59375,20.98076923076923,432.6666666666667,-1.0,12.1,48.65,25.3125,108.25,124.20454545454545,180.1,297.75,316.3,27.041666666666668,23.029411764705884,6.038461538461538
03JUN1942,18.8125,57.73076923076923,217.16666666666666,-1.0,5.75,25.6,33.53125,60.285714285714285,129.3181818181818,76.95,147.5,21.1,9.333333333333334,59.63235294117647,15.01923076923077
03JUL1942,31.125,38.53846153846154,217.16666666666666,-1.0,7.95,43.85,20.28125,94.80357142857143,147.6590909090909,176.1,326.5833333333333,84.6,14.375,37.35294117647059,8.288461538461538
03AUG1942,60.09375,39.23076923076923,262.3333333333333,-1.0,8.0,45.25,21.09375,174.0,143.0681818181818,157.15,331.75,90.25,13.666666666666666,39.05882352941177,9.26923076923077
03SEP1942,39.21875,43.73076923076923,276.8333333333333,-1.0,7.2,28.5,21.4375,163.64285714285714,136.04545454545453,129.3,374.5,41.45,4.208333333333333,44.029411764705884,10.634615384615385
03OCT1942,25.03125,48.23076923076923,289.6666666666667,-1.0,11.05,43.75,24.8125,91.32142857142857,146.9090909090909,164.95,342.4166666666667,43.9,4.333333333333333,52.220588235294116,12.442307692307692
03NOV1942,41.6875,39.42307692307692,262.1666666666667,-1.0,10.45,42.1,24.46875,87.30357142857143,140.9318181818182,245.5,353.3333333333333,75.45,4.708333333333333,38.3235294117647,9.192307692307692
03JUN1943,20.53125,54.57692307692308,375.75,-1.0,8.55,36.5,27.625,74.64285714285714,172.0,84.4,313.9166666666667,121.3,9.5,55.794117647058826,11.01923076923077
03JUL1943,36.75,25.307692307692307,255.66666666666666,-1.0,7.35,21.6,17.375,136.0,136.29545454545453,125.35,314.5,55.85,8.666666666666666,29.014705882352942,6.384615384615385
03AUG1943,81.15625,26.884615384615383,351.5833333333333,-1.0,7.85,27.8,20.15625,184.83928571428572,144.70454545454547,240.45,328.3333333333333,184.8,12.625,30.794117647058822,7.461538461538462
03SEP1943,67.5625,33.73076923076923,382.0,-1.0,7.3,31.3,19.75,260.35714285714283,158.95454545454547,179.65,179.91666666666666,150.35,28.041666666666668,35.39705882352941,11.134615384615385
03OCT1943,29.3125,53.17307692307692,499.4166666666667,-1.0,10.7,49.45,31.0625,130.16071428571428,201.02272727272728,114.95,161.5,178.8,18.541666666666668,53.970588235294116,14.192307692307692
03NOV1943,134.53125,31.46153846153846,363.6666666666667,-1.0,11.55,55.35,26.9375,148.57142857142858,142.29545454545453,94.9,195.16666666666666,240.65,15.625,33.044117647058826,11.153846153846153
03JUN1944,49.46875,54.26923076923077,242.25,-1.0,11.4,45.9,26.46875,233.07142857142858,235.0681818181818,118.55,320.0833333333333,64.3,6.583333333333333,57.25,11.807692307692308
03JUL1944,94.3125,30.76923076923077,26.5,-1.0,8.85,32.5,20.53125,305.51785714285717,170.9318181818182,114.7,30.166666666666668,19.3,5.458333333333333,32.10294117647059,7.5576923076923075
03AUG1944,103.75,49.61538461538461,224.91666666666666,-1.0,7.9,64.75,31.0625,326.26785714285717,245.70454545454547,177.95,31.25,39.35,7.125,53.294117647058826,12.23076923076923
03SEP1944,47.90625,44.75,462.8333333333333,-1.0,10.55,59.45,33.40625,265.4642857142857,231.22727272727272,280.0,29.25,324.25,10.125,46.544117647058826,10.403846153846153
03OCT1944,44.25,48.88461538461539,491.0833333333333,-1.0,16.95,59.95,258.9375,157.32142857142858,298.0681818181818,207.0,33.333333333333336,252.75,14.5,52.088235294117645,13.634615384615385
03NOV1944,66.96875,31.48076923076923,419.0833333333333,-1.0,10.55,41.35,25.25,168.98214285714286,155.22727272727272,67.7,16.083333333333332,60.55,13.125,34.80882352941177,10.0
03JUN1945,52.0,63.40384615384615,205.83333333333334,-1.0,10.6,50.45,27.59375,132.23214285714286,174.77272727272728,156.35,322.9166666666667,74.0,11.5,65.16176470588235,14.826923076923077
03JUL1945,102.59375,39.46153846153846,192.83333333333334,-1.0,8.3,31.5,20.65625,248.03571428571428,138.63636363636363,191.05,30.333333333333332,64.65,8.791666666666666,38.38235294117647,8.25
03AUG1945,135.125,38.90384615384615,24.083333333333332,-1.0,8.85,25.35,21.78125,315.0357142857143,150.88636363636363,135.0,28.75,17.15,3.7916666666666665,44.0,8.326923076923077
03SEP1945,63.6875,42.05769230769231,26.25,-1.0,14.2,54.8,25.03125,315.26785714285717,221.8181818181818,173.3,397.4166666666667,41.95,5.291666666666667,44.220588235294116,9.48076923076923
03OCT1945,28.0,37.09615384615385,298.4166666666667,-1.0,14.7,75.65,31.9375,121.85714285714286,177.8409090909091,192.7,31.833333333333332,117.9,7.291666666666667,37.6764705882353,8.384615384615385
03NOV1945,53.0625,22.153846153846153,306.8333333333333,-1.0,9.3,66.45,21.78125,120.125,122.68181818181819,234.0,34.833333333333336,185.85,26.458333333333332,23.897058823529413,5.461538461538462
03JUN1946,52.65625,62.15384615384615,283.1666666666667,-1.0,10.35,29.5,29.1875,120.32142857142857,220.1590909090909,96.75,176.08333333333334,62.0,9.625,63.69117647058823,14.346153846153847
03JUL1946,108.28125,28.76923076923077,226.66666666666666,-1.0,7.9,48.9,20.875,259.44642857142856,143.11363636363637,167.85,35.166666666666664,114.15,12.166666666666666,33.5,7.923076923076923
03AUG1946,151.96875,39.15384615384615,278.6666666666667,-1.0,8.25,47.1,20.875,275.10714285714283,159.8409090909091,114.6,30.166666666666668,140.25,15.083333333333334,39.01470588235294,8.538461538461538
03SEP1946,105.78125,36.09615384615385,304.25,-1.0,8.45,38.5,19.84375,249.625,128.77272727272728,132.2,387.9166666666667,91.5,9.958333333333334,34.5,8.653846153846153
03OCT1946,43.59375,49.01923076923077,309.0,-1.0,11.9,75.85,27.25,197.875,209.47727272727272,191.75,337.0833333333333,99.0,7.083333333333333,53.64705882352941,15.73076923076923
03NOV1946,62.375,45.5,273.4166666666667,-1.0,12.65,71.55,28.8125,185.57142857142858,181.38636363636363,65.6,32.166666666666664,69.6,4.25,47.61764705882353,12.653846153846153
03JUN1947,95.1875,47.73076923076923,250.33333333333334,-1.0,7.4,57.05,27.3125,212.10714285714286,234.4318181818182,181.95,313.1666666666667,62.25,7.5,51.338235294117645,11.173076923076923
03JUL1947,87.21875,24.98076923076923,209.66666666666666,-1.0,7.7,33.45,21.6875,259.125,163.38636363636363,119.5,335.0,68.4,7.666666666666667,28.985294117647058,6.288461538461538
03AUG1947,106.375,51.23076923076923,358.5833333333333,-1.0,8.25,41.85,29.0625,286.85714285714283,258.34090909090907,169.7,33.25,120.3,10.041666666666666,56.794117647058826,13.0
03SEP1947,103.03125,49.48076923076923,439.5,-1.0,14.45,73.4,44.25,285.39285714285717,254.45454545454547,292.8,37.166666666666664,323.95,19.833333333333332,51.55882352941177,14.403846153846153
03OCT1947,42.53125,42.92307692307692,436.1666666666667,-1.0,13.8,61.85,42.71875,221.80357142857142,236.45454545454547,84.85,19.333333333333332,243.55,13.541666666666666,50.11764705882353,13.673076923076923
03NOV1947,151.5,55.03846153846154,407.5833333333333,-1.0,14.05,77.15,37.0,304.7857142857143,214.0681818181818,9.05,32.583333333333336,148.05,9.833333333333334,60.75,14.288461538461538
